-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-1,3,8,4,2,2,-1,-5,-5,0,-1,-4,0,0,0,0,0,0,2,3,1,5,10,6,3,4,0,-6,-13,-2,-3,-9,0,0,0,0,0,3,7,12,1,-1,4,-1,-1,5,-6,-9,-16,-17,-7,-4,2,0,0,0,2,5,7,2,3,0,-4,-1,15,17,0,-21,-30,-17,1,8,7,1,0,0,7,14,7,0,1,5,8,4,4,9,8,-12,-25,-7,-5,1,9,1,0,0,10,21,4,0,2,0,-6,-2,-13,-12,-5,-2,-18,-11,-22,-8,15,1,0,1,9,14,1,0,0,-5,-17,-3,-18,-10,15,24,1,-8,-24,-8,18,3,0,2,3,2,-12,-2,5,-9,-13,-24,-26,-1,35,26,8,3,-32,-13,9,3,0,2,-2,-1,-9,-13,-1,-20,-24,-33,0,21,38,15,13,-7,-26,1,16,2,0,3,2,-14,-16,-3,-8,-12,6,15,29,40,15,9,21,-7,-19,3,13,1,0,3,7,-5,-14,-2,-15,0,20,24,17,25,5,2,-1,-12,-22,1,10,2,0,2,9,-4,-18,-19,-15,4,8,15,13,14,11,-8,-6,-10,-21,-6,7,1,0,1,11,1,-15,-10,1,10,29,24,24,9,6,-4,1,-3,-12,-1,2,0,0,0,7,0,-23,-17,-16,-4,22,20,20,7,-9,-6,-2,-2,-2,1,5,5,0,0,1,-4,-19,-27,-23,-17,-5,-2,-2,2,6,5,1,-3,-2,0,1,1,0,0,-1,-3,-10,-18,-24,-15,-4,-1,-4,-4,7,11,0,-3,0,1,0,0,0,0,0,0,-3,-7,-9,-7,-2,0,1,3,4,2,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,7,1,-7,-13,-6,0,-1,3,13,14,3,2,6,0,0,0,0,0,0,3,3,6,-7,-16,-13,-8,-6,-5,9,12,7,12,21,3,0,0,0,0,0,2,-1,2,0,-7,-13,-18,-29,-40,-5,6,0,4,25,8,0,0,0,0,3,0,-11,-10,-6,-4,12,-22,-51,-66,-10,23,-4,6,29,8,0,0,0,-1,-6,9,2,-6,-8,-12,11,13,-18,-93,-64,0,7,11,26,7,-1,0,0,-5,-6,21,-2,-14,-15,6,15,28,22,-83,-80,-7,25,4,13,10,-4,0,-1,-2,-1,14,7,0,-6,15,19,6,22,-47,-77,-25,15,1,7,3,-4,0,-1,2,2,0,12,9,-14,10,23,11,18,-44,-59,-11,-4,-2,8,7,-4,0,-2,-4,0,-7,23,3,0,12,-1,-7,8,-23,-13,16,10,7,-10,3,1,0,-1,-4,0,0,15,-3,-16,-1,-1,3,12,-4,-15,9,-7,-3,-6,0,0,0,0,5,-8,-10,11,-11,-19,20,36,-6,-8,-8,-12,2,-12,-3,0,-3,0,0,0,3,0,8,1,-13,-9,-13,22,8,-9,7,7,1,0,-10,-6,-2,1,0,0,0,-5,-4,4,-2,-25,-31,7,25,-5,0,21,12,0,-8,-4,0,0,0,0,0,-5,-8,1,5,-15,-25,-13,5,5,13,9,-5,-10,-12,1,0,-5,0,0,2,2,0,0,-14,-24,-17,-17,-14,-6,0,-11,-9,-4,-3,4,4,-1,0,0,2,0,1,8,6,2,0,-3,-6,-7,-7,-10,-5,-4,0,0,0,0,0,0,0,1,2,6,10,10,5,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,-1,-4,4,8,0,0,0,0,0,0,0,0,-1,-9,-11,-8,-8,-5,-3,0,-1,-12,-8,4,-1,-2,-6,0,0,0,0,0,-4,-12,-8,-2,0,7,2,5,0,-13,-16,-8,6,-11,-17,-3,0,0,0,0,-1,-15,-12,-11,-4,18,10,14,14,25,25,-1,16,1,-26,-10,0,0,0,2,-6,-21,-7,-13,-3,4,0,24,22,17,32,1,0,9,-28,-19,0,0,0,5,1,-6,6,4,14,-15,-13,11,23,4,30,30,6,-1,-5,-20,0,0,0,8,6,-10,-7,-1,22,-12,2,18,27,44,43,37,20,10,3,-24,-1,0,1,3,-2,0,15,12,13,10,16,5,29,48,37,27,19,26,21,-15,-1,0,3,-9,-7,3,15,4,25,5,-15,-22,-5,7,0,4,28,15,20,-6,-1,0,1,-9,-1,25,-2,-7,-10,-39,-46,-34,-10,-5,0,1,2,-12,12,-8,-1,1,4,-5,-7,9,-8,-34,-59,-34,-47,-22,-9,1,4,-2,-10,-12,9,-4,-1,0,2,-1,30,25,-7,-15,-33,-41,-38,-13,-7,13,12,5,-4,8,13,-4,-3,0,0,-7,-3,4,-23,3,-6,-35,-16,-3,5,-19,-11,-10,16,13,0,-6,-6,0,0,2,14,8,-3,-12,-8,-19,-6,-3,17,16,-5,3,14,1,-4,-12,-4,0,0,1,24,9,0,-1,-7,-5,7,-2,-3,18,11,4,9,11,-10,-16,-8,0,0,0,7,10,19,24,10,0,16,17,3,28,25,17,18,14,0,-4,-2,0,0,0,1,20,37,39,24,15,16,7,12,28,10,-3,0,0,0,0,0,0,0,0,1,5,10,12,10,7,4,-3,0,3,2,-1,-3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,-6,-5,-4,-4,-1,3,6,1,1,2,0,0,0,0,0,0,0,0,1,-7,-12,-10,-4,-2,12,22,25,15,4,1,1,0,0,0,0,0,0,-1,-9,-25,-26,-8,18,-3,3,20,26,19,5,-7,-5,-1,0,0,0,0,7,-3,-9,-21,-11,10,26,26,15,22,20,12,-7,-20,-18,-3,0,0,0,5,18,12,-19,-23,-17,15,25,18,7,31,29,8,7,5,-17,-3,0,-1,-2,4,5,-10,-10,-20,-18,31,31,12,7,14,9,3,32,7,-28,0,0,-1,-4,-16,-17,-11,-16,-20,3,56,57,31,9,8,8,-13,22,7,-31,0,0,-1,-6,0,0,-21,-26,-17,16,41,17,22,-2,9,0,-11,15,9,-31,-2,0,-1,-4,11,-3,-42,-50,-44,-11,11,4,35,-7,-1,4,0,14,13,-27,-10,0,0,4,15,-4,-39,-17,-1,-17,0,-3,3,16,15,14,5,11,-8,-12,-5,0,0,7,31,-3,-14,-14,-1,-47,2,-15,-16,13,1,27,14,11,-5,-29,-6,0,0,5,19,0,3,-2,-14,-22,-8,-8,9,-8,8,1,5,17,0,-21,-5,0,0,3,20,19,-3,-10,-15,-35,-18,-19,9,2,7,5,3,6,-2,-12,-1,0,0,0,16,33,17,8,-11,-21,-7,-6,21,26,19,16,20,11,-6,-12,-7,0,0,0,7,30,36,20,0,-2,2,2,21,21,10,5,4,4,-3,-3,-1,0,0,0,2,16,28,18,0,-2,1,6,14,10,1,-8,-9,-1,0,0,0,0,0,0,0,5,14,9,3,-1,-5,-2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,0,0,0,1,-4,-6,0,0,0,0,0,0,0,0,0,0,0,0,-7,-13,-7,-1,-1,2,0,-6,3,3,3,0,0,0,0,0,1,3,3,3,-3,-2,-1,0,-3,-4,10,16,5,7,7,1,0,0,0,0,3,5,12,14,6,1,1,0,-3,-8,9,26,-1,-4,3,1,0,0,0,0,1,3,6,7,4,-13,8,13,2,-6,6,11,-6,-9,9,-1,0,0,0,2,8,14,8,-5,11,14,16,-2,2,13,24,3,-2,4,8,0,0,0,0,6,25,38,19,-3,4,28,29,5,-1,2,13,-4,5,8,8,5,0,0,0,7,29,29,-12,-29,-29,1,35,25,20,1,10,5,-6,-16,0,9,0,0,0,11,28,-3,-16,-10,-56,-30,17,23,14,-8,-5,5,1,-5,10,12,0,0,2,11,15,5,9,-19,-42,-35,-2,13,-12,-32,-13,20,10,4,-6,3,6,0,2,7,15,16,13,5,-23,-48,-5,6,12,7,31,22,6,-7,0,6,2,0,3,18,14,9,5,-7,-12,-6,33,9,-2,9,16,-1,10,0,5,4,0,0,2,15,3,9,-3,-16,-2,2,16,4,-3,14,15,5,9,11,15,5,0,0,1,12,-3,-6,0,8,5,7,-10,-11,-15,9,10,12,12,12,16,6,0,0,1,7,-5,-20,-11,-1,1,6,-13,-4,-3,7,16,22,12,7,10,3,-4,0,0,3,-4,-10,-6,-8,-7,6,8,4,0,9,16,17,14,10,7,3,-1,0,0,0,-2,0,-5,-19,-14,0,10,0,-6,0,3,3,0,0,0,0,0,0,0,0,0,3,0,-8,-10,-6,0,-1,1,1,0,0,-1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-4,-6,-6,-4,0,1,3,2,1,3,5,0,0,0,0,0,0,0,0,-3,-8,-11,-12,-12,-10,-2,4,17,7,3,7,1,0,0,0,0,1,6,1,0,-5,-18,-10,-6,-10,-10,3,32,24,5,-2,0,0,0,0,0,4,4,8,5,-8,-9,-6,-11,-7,-8,6,36,34,0,-12,-6,0,0,1,3,3,7,19,4,-8,-5,-4,-20,-12,-11,3,28,29,12,3,-3,-1,0,3,6,4,15,10,-5,-14,-11,-7,-8,-3,8,-1,21,29,27,15,-3,-1,0,2,8,12,4,8,0,-17,-9,-4,4,12,4,-6,19,27,21,9,-4,-1,0,1,12,26,12,-1,2,-7,-5,9,8,19,-2,0,25,20,23,33,5,0,0,3,19,34,7,-8,11,-5,-6,22,9,13,-33,-23,37,32,22,20,-8,1,0,3,23,40,0,-7,5,-13,-35,-20,-27,-26,-31,-5,27,35,25,5,-5,0,0,4,17,35,5,-8,0,-6,-23,-27,-28,-40,-26,9,32,33,22,-2,-5,-1,0,2,10,24,23,5,-7,-16,8,-12,-29,-23,-14,21,34,31,26,11,-3,-4,0,1,3,4,9,3,-2,-2,-4,-9,-18,-3,2,11,18,12,3,-3,-7,-1,0,0,0,0,2,3,7,-3,-1,-2,-20,-1,20,24,14,6,1,-8,-7,-2,0,0,0,-1,3,10,10,6,17,15,4,3,9,21,13,6,1,-6,-3,0,0,0,0,0,1,5,11,10,12,10,10,6,3,7,6,2,0,0,-1,0,0,0,0,0,2,5,3,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,-1,0,-1,-2,-1,0,0,0,0,0,0,0,0,0,0,0,-3,-6,-7,-7,0,3,1,-2,-2,1,1,0,-2,0,0,0,0,0,-1,-1,-13,-13,-9,-8,-8,4,11,8,4,-1,-2,0,-5,-1,0,0,0,0,-2,-4,-13,-13,-10,-3,-1,8,10,17,38,6,-8,-4,-9,-7,0,0,-1,1,8,9,0,-19,-14,2,20,32,36,13,18,6,-14,-19,-26,-14,-2,-1,-5,3,4,1,-15,-31,-16,-3,16,34,39,-6,-19,-15,-25,-24,-19,-8,-1,0,-4,0,-9,-7,-21,-25,-8,-3,-1,9,25,-8,-13,-7,-7,-22,-16,-8,-1,0,-2,6,5,-24,-26,-4,3,-23,-18,2,12,0,-9,-13,-11,-19,-16,-3,0,0,-4,6,10,-33,-11,10,-5,-20,23,33,25,18,18,-10,-30,-17,-3,1,0,0,-11,-7,2,-20,2,16,21,13,15,10,20,32,38,-12,-27,-12,-4,5,1,0,-6,-11,-12,-25,-4,15,17,1,-19,0,10,17,14,-22,-40,-24,-4,-1,-1,0,-6,-21,-24,-29,-3,17,-8,-18,-5,7,10,7,0,-16,-23,-2,15,-1,-2,0,-8,-24,-23,0,27,22,-5,-29,1,12,-10,-13,0,-1,-14,-5,17,-1,-2,0,-6,-19,-17,10,28,0,-13,-20,-1,-12,-20,-9,6,2,-5,2,17,0,-2,0,-3,-12,-10,10,31,14,0,-15,-17,-21,-11,-3,0,-3,0,2,11,0,-4,0,0,-6,-2,10,16,-3,-4,-18,-30,-29,-13,5,7,12,16,9,9,3,0,0,0,1,2,9,18,10,0,-9,-21,-21,-1,13,11,12,9,3,0,0,0,0,0,0,1,4,7,11,9,6,0,0,7,7,4,2,0,0,0,0,0,0,0,0,0,-2,-2,0,0,0,0,1,1,1,0,0,0,0,0,0,0
-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,-6,-9,-7,-3,-3,-3,-2,0,0,0,0,0,0,0,0,0,0,-2,-4,-4,-10,-11,-2,0,-13,-21,-16,-8,-6,-4,-4,0,0,0,0,0,2,-2,-13,-16,-12,2,20,20,-8,-39,-40,-26,-11,-4,-4,-3,0,0,1,0,-1,-14,-36,-22,-5,15,25,25,16,-4,-43,-38,-8,-2,-12,-6,-1,0,2,0,-9,-15,-23,-28,-9,20,17,17,36,31,-4,-19,-11,-2,1,-2,-1,0,2,0,-9,-17,-26,-30,-23,15,27,8,10,0,23,11,4,-23,0,-6,0,0,0,-10,-16,-21,-27,-21,-11,-1,0,-1,14,12,9,14,8,-32,-13,-15,0,0,-1,-17,-20,-9,-18,-12,-11,3,11,11,23,35,27,13,-3,-15,-11,-13,0,0,7,3,-8,-20,-13,-9,-3,11,29,33,26,14,21,18,2,-5,-23,-9,-3,-1,4,16,8,-21,-41,-7,2,-2,5,1,-3,-24,1,21,16,15,-16,-9,-2,0,6,10,0,-15,-24,-28,-15,-9,-2,-7,5,-18,-13,-8,0,28,3,-14,-2,0,8,23,11,9,-2,-35,-30,-12,1,0,-7,-17,-6,1,-3,11,1,-8,-1,0,4,20,22,6,-11,-34,-40,-13,16,13,-21,2,10,-18,-23,-7,-5,-2,0,0,1,6,9,3,2,-35,-38,-1,6,9,-6,-17,-24,-27,-24,-14,-8,-2,-3,0,0,0,7,9,-1,-33,-35,-6,6,8,0,-17,-18,-8,-8,-2,0,1,0,0,0,-4,-3,4,-7,-30,-22,-4,14,6,-12,-12,-5,-3,-3,0,0,0,0,0,0,0,-2,0,-2,-9,-6,-5,0,-3,-14,-9,-3,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,-1,-3,-3,0,0,0,0,0,0,0
-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-1,-3,2,3,2,2,0,-2,-1,0,0,0,0,0,0,0,0,0,-2,-5,1,5,2,-7,-3,-2,-2,-2,0,-1,0,0,0,0,0,0,0,-1,2,7,28,32,2,-24,-15,-9,7,11,9,8,5,6,0,0,0,2,4,5,16,7,26,10,-6,-23,-32,-35,-3,17,22,16,14,14,2,0,0,4,5,0,5,33,32,-9,-22,-30,-27,-18,-11,1,16,11,2,15,3,0,0,5,-4,-1,25,30,24,-10,-36,-17,-13,13,-4,7,8,7,11,19,0,0,0,7,4,3,35,41,25,-12,-53,-46,-25,-11,-10,-9,12,7,10,29,0,0,-2,3,8,23,63,54,14,-25,-32,-4,4,-3,-25,-6,3,8,16,30,4,0,-2,-6,-2,23,55,53,12,0,17,5,-23,-15,-30,-9,12,14,5,21,15,0,-1,-3,-6,19,60,12,-2,-3,-4,-15,-29,-26,-21,-17,3,6,12,21,8,0,0,-2,-9,13,36,21,-5,5,-16,7,-14,-20,-5,-5,1,10,21,33,3,0,0,-8,4,20,43,24,0,17,1,-7,-26,-16,4,15,6,8,20,20,0,0,0,-6,0,10,35,14,4,26,-16,-21,-16,-12,6,14,10,8,8,6,0,0,0,0,1,0,6,-1,-4,5,-8,-13,-13,2,20,19,12,5,9,5,3,0,0,5,1,-10,-3,-7,-2,3,-4,-13,-15,-6,12,11,6,0,3,0,1,0,0,4,4,-4,-3,0,0,2,-8,-5,-5,-3,2,6,3,-1,-1,-1,0,0,0,0,0,-2,-3,-1,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,7,4,1,-2,-3,0,5,2,0,0,0,0,0,0,0,-1,-2,4,15,9,-3,0,4,1,-7,-11,-6,2,6,7,3,0,0,0,0,-5,-7,8,10,4,-8,0,13,-3,-29,-28,-16,-5,5,14,8,0,0,0,0,-7,-1,-1,4,10,18,15,-4,-2,-4,-44,-28,-12,14,26,15,0,0,0,-1,-5,7,1,0,-1,16,11,6,12,2,-57,-44,-1,24,20,16,0,0,-2,-6,2,10,-1,0,-5,3,20,15,15,-9,-40,-47,-13,5,12,21,0,0,-3,-5,2,1,0,-1,0,3,10,8,3,1,-24,-56,-24,-2,18,21,1,0,-2,-11,-13,-7,13,-3,-8,-3,-7,-8,-1,21,-12,-40,-19,-8,9,18,0,0,-5,-19,-25,-14,18,3,-11,-1,-8,-13,-10,12,-10,-19,-11,0,8,15,0,0,-4,-17,-26,-7,8,12,20,20,5,4,17,20,-7,-5,-14,-1,3,11,0,0,-3,-12,-15,0,10,0,16,36,32,13,26,8,-15,-9,-13,-11,-10,1,0,0,0,-8,-19,-17,1,3,6,7,18,19,14,10,1,-6,-6,-15,-22,-4,1,0,0,-6,-9,-3,11,10,-6,-6,8,12,-5,-12,3,-1,1,-2,-9,0,1,0,0,-2,1,11,9,1,5,1,0,4,-17,-40,-25,-12,-1,-4,3,3,1,0,0,0,3,14,9,-5,-1,-5,-11,-12,-19,-37,-30,-12,-8,-10,1,3,0,0,0,0,0,10,12,-1,-7,-15,-14,-14,-23,-23,-10,-5,-4,0,0,1,0,0,0,0,0,1,3,1,0,-4,-6,-4,-15,-10,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-1,0,0,0,0,-2,-4,0,0,0,0,0,0,0
